timestamp_us,w/x,w/y,w/theta,IR[0],IR[1],IR[2],IR[3],state
36600000,-2.6323,3.7558,6.5671,75.18,95.42,50.29,51.56,3
36700000,-2.5875,3.7779,6.7412,52.10,113.32,54.58,53.81,3
36800000,-2.5472,3.8075,6.9173,74.18,141.27,54.19,52.04,3
36900000,-2.5128,3.8438,7.0953,102.67,154.30,54.06,53.36,3
37000000,-2.4854,3.8856,7.2750,133.41,145.99,50.12,52.52,3
37100000,-2.4661,3.9317,7.4565,140.83,95.45,50.66,53.07,3
37200000,-2.4554,3.9806,7.6396,148.93,65.80,54.42,52.23,3
37300000,-2.4540,4.0306,7.8242,150.85,62.33,54.09,52.17,3
37400000,-2.4617,4.0800,8.0104,145.08,99.69,53.34,52.13,3
37500000,-2.4786,4.1270,8.1980,135.87,145.22,54.13,52.21,3
37600000,-2.5040,4.1701,8.3870,112.10,154.89,53.03,50.96,3
37700000,-2.5371,4.2076,8.5772,83.29,135.66,53.13,54.09,3
37800000,-2.5767,4.2381,8.7686,56.99,107.10,50.24,53.93,3
37900000,-2.6214,4.2604,8.9612,59.43,88.57,52.66,51.97,3
38000000,-2.6696,4.2738,9.1547,108.82,71.13,53.84,51.44,3
38100000,-2.7195,4.2776,9.3493,145.01,74.53,51.64,52.60,3
38200000,-2.7691,4.2716,9.5447,154.04,76.82,50.61,50.94,3
38300000,-2.8167,4.2560,9.7410,117.20,88.63,53.52,54.95,3
38400000,-2.8602,4.2315,9.9380,71.59,117.35,51.86,51.20,3
38500000,-2.8981,4.1989,10.1356,60.09,142.96,53.85,53.89,3
38600000,-2.9288,4.1594,10.3338,61.44,157.05,51.88,52.71,3
38700000,-2.9512,4.1147,10.5325,69.34,138.58,53.15,50.73,3
38800000,-2.9642,4.0664,10.7316,82.57,86.31,54.16,50.32,3
38900000,-2.9674,4.0165,10.9311,86.93,58.20,51.17,52.78,3
39000000,-2.9607,3.9670,11.1308,86.60,69.68,52.59,50.01,3
39100000,-2.9443,3.9198,11.3307,67.86,109.22,50.29,53.69,3
39200000,-2.9188,3.8767,11.5306,61.30,145.02,52.29,50.61,3
39300000,-2.8852,3.8396,11.7306,56.52,155.54,51.50,53.74,3
39400000,-2.8450,3.8100,11.9306,90.95,145.82,52.86,54.92,3
39500000,-2.7997,3.7888,12.1304,132.37,121.28,51.06,50.20,3
39600000,-2.7511,3.7771,12.3299,156.33,113.53,53.58,53.57,3
39700000,-2.7011,3.7753,12.5292,129.09,111.44,50.18,53.73,3
39800000,-2.6518,3.7833,12.7281,87.45,116.32,50.11,52.14,3
39900000,-2.6050,3.8009,12.9265,57.00,138.87,54.65,51.10,3
40000000,-2.5625,3.8274,13.1244,62.11,146.70,52.24,54.81,0
40100000,-2.5261,3.8617,13.3216,95.66,150.91,51.68,51.61,0
40200000,-2.4971,3.9024,13.5182,118.89,130.37,50.60,54.72,0
40300000,-2.4766,3.9480,13.7139,142.07,88.85,51.57,52.30,0
40400000,-2.4653,3.9967,13.9088,141.67,56.18,51.35,51.78,0
40500000,-2.4636,4.0467,14.1028,142.01,73.14,52.47,52.83,0
40600000,-2.4715,4.0960,14.2958,140.24,114.42,53.18,53.48,0
40700000,-2.4886,4.1430,14.4877,124.91,148.68,52.11,51.45,0
40800000,-2.5144,4.1859,14.6784,105.41,146.07,50.20,54.35,0
40900000,-2.5477,4.2231,14.8678,76.38,118.30,53.54,50.02,0
41000000,-2.5875,4.2534,15.0560,50.68,94.85,51.29,51.88,0
41100000,-2.6322,4.2759,15.2427,66.45,74.31,50.97,50.00,0
41200000,-2.6802,4.2897,15.4280,110.44,58.87,54.40,53.38,0
41300000,-2.7300,4.2945,15.6117,153.43,63.62,51.40,53.94,0
41400000,-2.7798,4.2902,15.7939,145.04,63.31,54.89,51.85,0
41500000,-2.8280,4.2770,15.9743,106.88,72.26,54.08,50.12,0
41600000,-2.8732,4.2555,16.1530,61.47,90.20,54.28,51.69,0
41700000,-2.9138,4.2264,16.3298,52.81,116.11,51.90,50.08,0
41800000,-2.9488,4.1906,16.5048,75.62,152.32,50.99,53.17,0
41900000,-2.9770,4.1494,16.6777,96.17,156.07,52.90,53.11,0
42000000,-2.9979,4.1039,16.8486,115.94,122.08,53.20,54.07,0
42100000,-3.0108,4.0556,17.0174,129.81,74.54,52.33,54.10,0
42200000,-3.0155,4.0059,17.1841,136.22,56.20,51.23,51.71,0
42300000,-3.0121,3.9560,17.3485,134.85,74.16,54.72,50.29,0
42400000,-3.0006,3.9073,17.5105,116.86,128.91,52.73,51.98,0
42500000,-2.9815,3.8611,17.6702,99.74,154.37,53.30,52.10,0
42600000,-2.9554,3.8184,17.8275,77.41,141.34,53.35,54.48,0
42700000,-2.9231,3.7803,17.9822,62.34,111.33,51.90,53.45,0
42800000,-2.8853,3.7475,18.1344,55.77,85.66,50.66,52.49,0
42900000,-2.8431,3.7207,18.2840,91.60,64.04,52.64,54.77,0
43000000,-2.7974,3.7004,18.4309,130.86,59.36,51.86,51.19,0
43100000,-2.7493,3.6869,18.5750,158.24,58.31,51.08,52.07,0
43200000,-2.6997,3.6802,18.7163,134.03,59.80,53.96,53.80,0
43300000,-2.6497,3.6805,18.8548,82.27,59.96,50.60,52.35,0
43400000,-2.6002,3.6875,18.9904,56.29,57.16,54.84,54.85,0
43500000,-2.5521,3.7010,19.1230,65.11,56.99,54.69,53.05,0
43600000,-2.5061,3.7206,19.2525,115.02,62.76,52.86,52.29,0
43700000,-2.4629,3.7459,19.3790,147.94,78.03,54.93,51.50,0
43800000,-2.4232,3.7762,19.5024,149.94,112.13,53.12,52.97,0
43900000,-2.3874,3.8111,19.6226,131.32,141.27,53.68,54.06,0
44000000,-2.3560,3.8500,19.7396,106.88,155.73,53.44,51.48,0
44100000,-2.3291,3.8922,19.8533,81.90,138.42,53.45,54.61,0
44200000,-2.3071,3.9371,19.9637,58.79,94.80,50.67,50.61,0
44300000,-2.2899,3.9840,20.0708,54.32,57.52,54.21,54.47,0
44400000,-2.2778,4.0325,20.1744,57.83,58.41,50.78,54.65,0
44500000,-2.2705,4.0820,20.2746,58.53,100.64,51.86,53.56,0
44600000,-2.2681,4.1319,20.3714,57.91,145.03,51.72,51.44,0
44700000,-2.2703,4.1819,20.4646,56.11,154.01,52.74,52.10,0
44800000,-2.2769,4.2314,20.5542,50.47,110.15,51.21,51.05,0
44900000,-2.2878,4.2802,20.6403,51.56,70.19,52.22,51.03,0
45000000,-2.3027,4.3280,20.7227,60.70,60.37,53.71,50.89,0
45100000,-2.3213,4.3744,20.8014,75.46,84.24,54.70,51.16,0
45200000,-2.3434,4.4193,20.8765,90.51,123.02,54.75,52.46,0
45300000,-2.3685,4.4625,20.9479,114.20,152.72,54.91,50.58,0
45400000,-2.3966,4.5039,21.0155,145.29,146.28,52.18,50.07,0
45500000,-2.4272,4.5434,21.0793,149.71,112.71,50.53,53.87,0
45600000,-2.4601,4.5810,21.1393,144.41,80.21,52.15,54.12,0
45700000,-2.4951,4.6168,21.1955,118.90,61.03,51.04,54.98,0
45800000,-2.5319,4.6506,21.2478,88.78,53.73,53.33,50.33,0
45900000,-2.5703,4.6826,21.2963,59.02,76.86,51.29,51.09,0
46000000,-2.6101,4.7129,21.3409,54.51,108.32,51.37,52.01,0
46100000,-2.6511,4.7415,21.3815,91.21,128.05,53.75,50.07,0
46200000,-2.6931,4.7686,21.4183,122.22,149.30,54.08,50.22,0
46300000,-2.7360,4.7943,21.4511,157.94,151.45,51.84,54.86,0
46400000,-2.7796,4.8188,21.4799,141.08,150.88,54.96,54.20,0
46500000,-2.8238,4.8421,21.5048,107.58,132.39,52.91,51.13,0
46600000,-2.8685,4.8646,21.5257,69.34,110.14,52.41,53.49,0
46700000,-2.9135,4.8863,21.5427,59.27,86.27,52.97,53.74,0
46800000,-2.9589,4.9074,21.5556,75.55,68.71,50.66,52.00,0
46900000,-3.0044,4.9280,21.5646,127.48,56.86,53.40,54.47,0
47000000,-3.0500,4.9485,21.5695,148.31,50.22,52.69,54.13,0
47100000,-3.0957,4.9689,21.5705,140.64,54.54,51.83,53.43,0
47200000,-3.1412,4.9895,21.5674,105.67,73.92,54.22,51.42,0
47300000,-3.1867,5.0104,21.5604,67.20,85.43,51.07,51.83,0
47400000,-3.2319,5.0317,21.5494,53.01,105.68,54.44,52.38,0
47500000,-3.2767,5.0538,21.5343,84.96,132.48,50.65,52.35,0
47600000,-3.3212,5.0767,21.5153,124.76,148.97,51.03,52.89,0
47700000,-3.3651,5.1006,21.4923,150.90,157.07,52.95,51.97,0
47800000,-3.4083,5.1257,21.4654,145.84,150.01,53.76,53.24,0
47900000,-3.4508,5.1521,21.4344,112.53,136.87,52.83,53.01,0
48000000,-3.4923,5.1800,21.3996,75.90,112.19,51.37,53.30,0
48100000,-3.5327,5.2095,21.3608,57.90,84.81,52.39,53.64,0
48200000,-3.5718,5.2407,21.3181,65.72,61.72,53.27,53.46,0
48300000,-3.6094,5.2736,21.2715,98.11,55.14,50.65,50.45,0
48400000,-3.6453,5.3084,21.2210,133.00,78.69,52.46,54.56,0
48500000,-3.6792,5.3451,21.1666,151.91,108.86,50.87,51.15,0
48600000,-3.7110,5.3838,21.1084,147.70,138.41,51.60,51.38,0
48700000,-3.7403,5.4243,21.0464,137.31,156.67,54.18,51.81,0
48800000,-3.7668,5.4666,20.9806,106.98,131.39,54.86,52.72,0
48900000,-3.7904,5.5107,20.9111,80.50,89.84,52.53,52.84,0
49000000,-3.8107,5.5564,20.8378,71.69,57.02,51.51,50.31,0
49100000,-3.8274,5.6036,20.7608,63.79,64.81,52.24,53.38,0
49200000,-3.8402,5.6519,20.6801,58.13,98.89,51.45,54.68,0
49300000,-3.8489,5.7011,20.5958,56.20,142.68,51.96,50.67,0
49400000,-3.8533,5.7509,20.5078,54.62,151.12,50.34,53.27,0
49500000,-3.8531,5.8009,20.4163,54.16,112.26,54.02,54.89,0
49600000,-3.8482,5.8507,20.3213,55.09,74.61,53.19,50.16,0
49700000,-3.8383,5.8997,20.2227,56.64,60.77,54.09,53.13,0
49800000,-3.8236,5.9475,20.1207,64.35,82.48,50.14,54.37,0
49900000,-3.8039,5.9934,20.0153,77.04,132.87,52.04,52.81,0
50000000,-3.7793,6.0370,19.9065,91.06,155.57,53.37,51.64,1
50100000,-3.7500,6.0775,19.7944,127.55,147.04,52.42,50.73,1
50200000,-3.7162,6.1144,19.6789,147.82,121.41,52.79,51.43,1
50300000,-3.6783,6.1470,19.5603,151.19,89.37,50.63,52.28,1
50400000,-3.6368,6.1748,19.4384,125.96,62.33,54.60,52.14,1
50500000,-3.5920,6.1971,19.3134,81.81,55.50,53.42,51.41,1
50600000,-3.5448,6.2136,19.1853,59.20,58.47,54.29,51.76,1
50700000,-3.4959,6.2238,19.0541,69.23,60.65,50.05,52.13,1
50800000,-3.4460,6.2273,18.9200,115.15,61.88,54.50,50.49,1
50900000,-3.3961,6.2239,18.7829,147.28,57.13,51.94,52.39,1
51000000,-3.3472,6.2137,18.6429,141.38,55.90,53.13,52.71,1
51100000,-3.3002,6.1966,18.5001,105.21,55.92,51.19,53.14,1
51200000,-3.2562,6.1728,18.3545,68.85,66.26,53.14,51.61,1
51300000,-3.2162,6.1428,18.2062,52.68,84.42,52.13,51.51,1
51400000,-3.1812,6.1072,18.0553,64.60,123.91,53.70,51.71,1
51500000,-3.1520,6.0665,17.9017,92.00,149.28,54.28,53.16,1
51600000,-3.1295,6.0219,17.7457,115.48,146.02,53.83,51.99,1
51700000,-3.1143,5.9743,17.5871,129.85,113.15,54.00,50.71,1
51800000,-3.1070,5.9248,17.4262,137.40,71.31,50.05,53.84,1
51900000,-3.1078,5.8748,17.2629,133.91,54.61,54.26,50.86,1
52000000,-3.1168,5.8256,17.0973,128.98,90.30,54.51,53.54,1
52100000,-3.1339,5.7786,16.9296,114.77,132.81,52.14,54.97,1
52200000,-3.1587,5.7352,16.7596,88.52,156.64,53.53,54.69,1
52300000,-3.1906,5.6967,16.5876,65.20,142.51,50.72,51.37,1
52400000,-3.2286,5.6643,16.4136,54.68,117.99,50.75,52.50,1
52500000,-3.2718,5.6390,16.2377,82.20,85.56,53.90,51.81,1
52600000,-3.3187,5.6218,16.0599,124.55,70.56,54.48,53.87,1
52700000,-3.3680,5.6132,15.8803,149.99,65.55,54.71,52.89,1
52800000,-3.4180,5.6137,15.6990,139.81,68.22,54.24,52.86,1
52900000,-3.4670,5.6232,15.5160,97.59,75.70,50.97,50.15,1
53000000,-3.5135,5.6416,15.3314,57.46,92.22,50.85,52.78,1
53100000,-3.5558,5.6682,15.1454,55.68,119.87,53.87,51.46,1
53200000,-3.5924,5.7023,14.9579,87.57,149.52,52.54,50.24,1
53300000,-3.6219,5.7427,14.7690,110.04,151.06,51.15,52.83,1
53400000,-3.6433,5.7879,14.5789,134.22,130.39,54.99,52.22,1
53500000,-3.6557,5.8363,14.3876,141.29,79.96,52.58,53.50,1
53600000,-3.6586,5.8862,14.1951,145.02,55.79,50.91,50.51,1
53700000,-3.6518,5.9358,14.0016,136.65,75.10,54.10,53.43,1
53800000,-3.6356,5.9831,13.8072,131.66,115.49,50.70,54.11,1
53900000,-3.6106,6.0263,13.6118,104.56,153.82,51.89,52.97,1
54000000,-3.5775,6.0639,13.4156,76.36,156.17,50.84,50.27,1
54100000,-3.5378,6.0942,13.2187,51.14,139.73,54.24,54.94,1
54200000,-3.4929,6.1162,13.0211,66.50,110.13,52.70,54.82,1
54300000,-3.4445,6.1289,12.8229,118.83,104.41,53.11,51.83,1
54400000,-3.3946,6.1318,12.6243,154.60,97.71,51.21,50.23,1
54500000,-3.3451,6.1247,12.4252,143.37,111.35,54.10,51.86,1
54600000,-3.2980,6.1080,12.2257,99.78,118.53,52.69,50.72,1
54700000,-3.2551,6.0823,12.0261,70.82,145.58,50.17,51.30,1
54800000,-3.2182,6.0486,11.8262,56.49,156.20,54.93,50.94,1
54900000,-3.1887,6.0082,11.6262,60.52,143.10,50.51,53.48,1
55000000,-3.1678,5.9628,11.4262,77.32,98.45,54.60,53.47,1
55100000,-3.1564,5.9141,11.2263,91.27,61.56,50.08,54.03,1
55200000,-3.1549,5.8641,11.0265,87.97,62.83,50.61,54.35,1
55300000,-3.1632,5.8148,10.8269,79.58,104.50,53.10,53.54,1
55400000,-3.1812,5.7682,10.6276,64.86,139.24,53.30,52.71,1
55500000,-3.2081,5.7260,10.4287,54.38,149.78,54.22,50.18,1
55600000,-3.2427,5.6899,10.2302,57.41,142.01,50.83,53.33,1
55700000,-3.2838,5.6614,10.0323,90.98,112.39,53.14,54.01,1
55800000,-3.3296,5.6415,9.8350,131.84,95.65,50.00,51.12,1
55900000,-3.3785,5.6309,9.6384,157.56,77.45,53.33,50.68,1
56000000,-3.4285,5.6300,9.4426,135.93,85.57,50.74,50.78,1
56100000,-3.4777,5.6388,9.2476,85.96,86.75,53.10,50.03,1
56200000,-3.5243,5.6569,9.0535,59.85,104.79,50.76,53.52,1
56300000,-3.5665,5.6837,8.8605,65.36,132.78,54.14,51.29,1
56400000,-3.6029,5.7180,8.6685,96.09,154.90,54.97,52.74,1
56500000,-3.6321,5.7586,8.4777,127.27,150.57,54.28,50.99,1
56600000,-3.6531,5.8039,8.2881,143.70,116.65,50.37,51.32,1
56700000,-3.6653,5.8524,8.0999,144.42,64.12,52.34,51.86,1
56800000,-3.6683,5.9023,7.9130,148.19,54.47,52.35,53.22,1
56900000,-3.6620,5.9519,7.7276,149.83,83.92,54.96,54.29,1
57000000,-3.6467,5.9995,7.5438,140.98,129.02,54.38,50.92,1
57100000,-3.6231,6.0436,7.3615,115.45,159.52,54.02,54.61,1
57200000,-3.5919,6.0827,7.1809,89.10,148.14,52.36,53.53,1
57300000,-3.5543,6.1156,7.0021,63.23,111.41,51.26,52.22,1
57400000,-3.5114,6.1414,6.8251,58.25,91.76,50.95,51.42,1
57500000,-3.4648,6.1593,6.6500,94.47,72.40,51.77,52.47,1
57600000,-3.4157,6.1690,6.4769,138.27,65.82,53.50,53.78,1
57700000,-3.3657,6.1701,6.3058,155.80,61.72,53.10,50.62,1
57800000,-3.3162,6.1628,6.1368,118.35,73.80,51.87,51.96,1
57900000,-3.2687,6.1474,5.9700,72.91,83.88,52.71,54.39,1
58000000,-3.2243,6.1244,5.8055,50.54,103.38,51.75,51.54,1
58100000,-3.1842,6.0946,5.6432,62.61,130.52,54.77,54.23,1
58200000,-3.1493,6.0587,5.4833,92.30,154.32,52.02,52.46,1
58300000,-3.1205,6.0178,5.3259,129.43,150.64,51.73,53.09,1
58400000,-3.0984,5.9730,5.1709,143.41,110.64,50.06,53.58,1
58500000,-3.0833,5.9253,5.0185,152.34,62.90,50.93,54.49,1
58600000,-3.0756,5.8759,4.8687,149.22,52.34,51.97,51.61,1
58700000,-3.0751,5.8259,4.7216,155.59,95.00,54.33,54.71,1
58800000,-3.0818,5.7764,4.5773,146.73,135.30,51.68,50.73,1
58900000,-3.0955,5.7283,4.4357,146.98,157.75,52.62,53.96,1
59000000,-3.1157,5.6825,4.2970,130.58,136.03,51.11,54.20,1
59100000,-3.1418,5.6399,4.1612,102.61,90.04,53.50,54.58,1
59200000,-3.1734,5.6012,4.0284,74.67,59.81,51.61,51.88,1
59300000,-3.2098,5.5668,3.8986,53.45,51.35,53.90,54.60,1
59400000,-3.2502,5.5374,3.7718,58.90,70.65,53.43,50.95,1
59500000,-3.2939,5.5131,3.6482,96.38,87.40,54.55,53.79,1
59600000,-3.3402,5.4943,3.5277,140.13,107.49,54.68,52.31,1
59700000,-3.3884,5.4810,3.4105,149.55,123.95,51.70,53.47,1
59800000,-3.4378,5.4733,3.2965,126.69,124.48,52.81,51.15,1
59900000,-3.4878,5.4711,3.1859,74.38,125.64,50.49,51.89,1
60000000,-3.5377,5.4742,3.0785,56.65,125.03,50.41,52.28,2
60100000,-3.5870,5.4825,2.9746,83.13,117.19,52.90,54.71,2
60200000,-3.6352,5.4957,2.8741,125.16,109.86,54.84,53.96,2
60300000,-3.6819,5.5136,2.7771,153.76,89.24,54.16,54.84,2
60400000,-3.7268,5.5357,2.6837,139.43,71.19,53.48,50.36,2
60500000,-3.7694,5.5617,2.5937,100.95,60.11,52.54,54.78,2
60600000,-3.8097,5.5913,2.5074,70.96,52.28,51.78,52.96,2
60700000,-3.8474,5.6242,2.4247,57.60,78.51,53.20,51.90,2
60800000,-3.8824,5.6599,2.3456,67.90,105.78,53.95,53.04,2
60900000,-3.9146,5.6982,2.2703,96.49,139.49,50.59,52.82,2
61000000,-3.9440,5.7386,2.1986,116.80,154.91,51.09,53.43,2
61100000,-3.9705,5.7810,2.1307,147.82,130.14,52.28,53.49,2
61200000,-3.9943,5.8250,2.0666,155.79,95.25,50.63,50.58,2
61300000,-4.0154,5.8703,2.0063,152.66,56.72,51.70,53.44,2
61400000,-4.0339,5.9168,1.9498,152.11,57.16,52.02,50.48,2
61500000,-4.0499,5.9641,1.8971,135.32,95.50,54.82,53.86,2
61600000,-4.0636,6.0122,1.8484,120.22,144.89,52.25,52.69,2
61700000,-4.0751,6.0609,1.8035,111.64,153.19,54.16,50.84,2
61800000,-4.0847,6.1100,1.7625,106.77,121.08,50.61,51.22,2
61900000,-4.0924,6.1594,1.7254,97.26,78.36,50.40,53.10,2
62000000,-4.0984,6.2090,1.6923,88.89,53.98,54.46,54.21,2
62100000,-4.1030,6.2588,1.6631,83.04,84.78,52.77,52.54,2
62200000,-4.1064,6.3087,1.6379,86.75,127.12,54.27,51.05,2
62300000,-4.1087,6.3586,1.6167,83.40,150.32,54.21,54.13,2
62400000,-4.1101,6.4086,1.5994,84.58,138.42,54.12,50.94,2
62500000,-4.1109,6.4586,1.5862,79.84,91.20,51.32,51.19,2
62600000,-4.1112,6.5086,1.5769,77.07,60.08,51.90,54.32,2
62700000,-4.1112,6.5586,1.5716,81.76,67.09,53.23,51.11,2
62800000,-4.1112,6.6086,1.5704,82.47,120.66,52.43,51.56,2
62900000,-4.1113,6.6586,1.5731,74.77,155.37,52.88,51.36,2
63000000,-4.1118,6.7086,1.5798,79.07,144.22,54.57,52.99,2
63100000,-4.1128,6.7586,1.5905,82.49,105.36,53.29,54.81,2
63200000,-4.1145,6.8085,1.6052,71.79,64.37,52.35,50.55,2
63300000,-4.1172,6.8585,1.6239,74.05,60.63,50.39,52.46,2
63400000,-4.1209,6.9083,1.6466,74.32,98.61,53.40,52.51,2
63500000,-4.1261,6.9581,1.6733,64.17,143.52,53.51,52.57,2
63600000,-4.1327,7.0076,1.7039,58.96,156.49,53.37,52.24,2
63700000,-4.1410,7.0569,1.7384,55.42,117.05,54.58,51.36,2
63800000,-4.1513,7.1059,1.7769,59.64,73.45,50.23,53.31,2
63900000,-4.1636,7.1543,1.8193,54.64,56.54,51.47,52.06,2
64000000,-4.1781,7.2022,1.8656,57.89,85.97,54.98,51.92,2
64100000,-4.1950,7.2492,1.9158,61.04,122.86,52.64,53.67,2
64200000,-4.2144,7.2953,1.9698,81.64,159.09,53.27,52.77,2
64300000,-4.2365,7.3402,2.0277,97.10,139.55,54.21,51.90,2
64400000,-4.2613,7.3836,2.0894,120.77,104.46,53.36,53.26,2
64500000,-4.2888,7.4253,2.1549,148.44,71.91,52.50,50.19,2
64600000,-4.3192,7.4650,2.2242,159.51,50.24,50.23,51.43,2
64700000,-4.3524,7.5024,2.2972,142.86,70.96,50.36,54.26,2
64800000,-4.3884,7.5371,2.3739,118.65,105.05,50.38,52.00,2
64900000,-4.4271,7.5688,2.4543,72.89,137.00,51.68,54.48,2
65000000,-4.4682,7.5972,2.5383,51.12,150.26,52.41,54.91,2
65100000,-4.5117,7.6219,2.6260,64.67,149.94,53.46,51.65,2
65200000,-4.5573,7.6424,2.7172,108.26,148.12,50.68,50.58,2
65300000,-4.6046,7.6586,2.8119,150.75,136.52,51.80,50.33,2
65400000,-4.6533,7.6701,2.9102,152.74,131.28,52.10,53.18,2
65500000,-4.7029,7.6766,3.0119,118.02,123.73,51.76,50.12,2
65600000,-4.7528,7.6778,3.1171,65.35,128.02,52.42,50.61,2
65700000,-4.8027,7.6736,3.2256,60.94,124.06,53.30,50.48,2
65800000,-4.8517,7.6638,3.3375,86.10,137.82,52.05,51.82,2
65900000,-4.8993,7.6485,3.4527,130.90,141.19,53.23,51.18,2
66000000,-4.9448,7.6277,3.5711,152.57,150.61,54.99,53.91,2
66100000,-4.9874,7.6015,3.6927,136.65,156.35,51.53,51.88,2
66200000,-5.0264,7.5703,3.8175,103.91,132.36,51.46,51.25,2
66300000,-5.0611,7.5343,3.9453,70.92,99.33,53.87,51.10,2
66400000,-5.0908,7.4940,4.0763,53.10,66.03,51.58,50.17,2
66500000,-5.1149,7.4502,4.2102,52.07,57.25,52.93,54.45,2
66600000,-5.1327,7.4035,4.3470,66.89,88.79,52.36,50.67,2
66700000,-5.1439,7.3548,4.4868,68.44,128.20,54.92,50.34,2
66800000,-5.1480,7.3050,4.6294,77.22,152.90,50.54,50.84,2
66900000,-5.1449,7.2551,4.7747,70.02,128.64,50.85,50.34,2
67000000,-5.1345,7.2062,4.9228,65.39,90.28,50.53,54.06,2
67100000,-5.1168,7.1594,5.0735,52.33,53.04,54.81,50.08,2
67200000,-5.0922,7.1159,5.2269,56.12,69.05,54.20,53.36,2
67300000,-5.0612,7.0767,5.3827,72.89,100.99,53.23,51.29,2
67400000,-5.0243,7.0429,5.5411,103.54,129.75,50.77,50.47,2
67500000,-4.9825,7.0154,5.7018,143.21,147.21,52.89,52.91,2
67600000,-4.9368,6.9951,5.8649,151.34,158.22,50.54,51.17,2
67700000,-4.8884,6.9826,6.0303,125.94,153.22,53.35,50.59,2
67800000,-4.8386,6.9783,6.1979,80.12,152.66,54.72,51.81,2
67900000,-4.7888,6.9826,6.3677,51.54,155.48,50.17,53.33,2
68000000,-4.7404,6.9952,6.5395,83.38,157.48,52.15,51.46,2
68100000,-4.6950,7.0161,6.7134,126.29,149.14,53.69,53.12,2
68200000,-4.6539,7.0446,6.8891,148.97,126.58,50.42,50.09,2
68300000,-4.6185,7.0799,7.0668,152.80,88.85,50.79,53.01,2
68400000,-4.5899,7.1209,7.2463,133.85,58.89,53.41,54.80,2
68500000,-4.5692,7.1664,7.4275,116.72,61.78,52.94,52.22,2
68600000,-4.5572,7.2150,7.6103,102.90,98.43,50.16,53.85,2
68700000,-4.5542,7.2649,7.7947,107.60,140.59,53.46,50.01,2
68800000,-4.5605,7.3145,7.9807,106.77,154.06,54.84,50.21,2
68900000,-4.5760,7.3620,8.1681,125.71,123.39,54.41,51.06,2
69000000,-4.6000,7.4058,8.3568,141.24,85.46,54.23,54.91,2
69100000,-4.6320,7.4443,8.5468,156.99,57.65,50.19,50.32,2
69200000,-4.6707,7.4760,8.7381,142.92,56.48,52.42,50.65,2
69300000,-4.7147,7.4997,8.9304,98.21,71.93,52.65,52.98,2
69400000,-4.7624,7.5145,9.1238,60.63,82.09,53.72,52.73,2
69500000,-4.8121,7.5199,9.3182,56.26,87.38,53.53,54.99,2
69600000,-4.8619,7.5154,9.5135,97.18,79.00,50.77,50.51,2
69700000,-4.9099,7.5014,9.7097,138.81,68.60,53.81,53.95,2
69800000,-4.9542,7.4782,9.9065,153.73,61.69,50.63,54.84,2
69900000,-4.9931,7.4468,10.1041,139.33,59.47,53.68,53.93,2
70000000,-5.0251,7.4083,10.3022,102.45,76.11,53.06,53.22,3
70100000,-5.0488,7.3643,10.5008,83.74,127.06,52.52,50.16,3
70200000,-5.0634,7.3165,10.6999,70.62,148.72,51.73,51.09,3
70300000,-5.0682,7.2667,10.8993,65.74,137.19,50.59,51.01,3
70400000,-5.0630,7.2170,11.0990,68.97,97.09,54.77,52.41,3
70500000,-5.0481,7.1693,11.2988,79.86,63.69,51.45,54.40,3
70600000,-5.0240,7.1255,11.4988,104.56,55.34,53.59,54.66,3
70700000,-4.9917,7.0874,11.6988,141.51,90.54,50.84,50.89,3
70800000,-4.9524,7.0564,11.8987,155.82,121.44,51.34,52.02,3
70900000,-4.9078,7.0338,12.0986,138.47,140.27,52.60,53.07,3
71000000,-4.8596,7.0206,12.2982,91.16,149.93,52.80,53.70,3
71100000,-4.8097,7.0172,12.4975,61.34,144.12,53.97,52.95,3
71200000,-4.7601,7.0236,12.6964,67.91,145.11,54.49,52.76,3
71300000,-4.7128,7.0398,12.8949,102.65,131.05,50.69,50.75,3
71400000,-4.6696,7.0649,13.0929,143.22,111.74,51.66,54.49,3
71500000,-4.6321,7.0980,13.2902,151.74,76.25,52.66,51.86,3
71600000,-4.6018,7.1378,13.4869,140.45,52.77,52.55,50.86,3
71700000,-4.5799,7.1827,13.6828,127.16,68.24,54.91,51.68,3
71800000,-4.5671,7.2311,13.8779,120.14,113.64,52.71,51.46,3
71900000,-4.5638,7.2810,14.0720,114.63,151.80,50.44,51.32,3
72000000,-4.5702,7.3305,14.2651,115.79,151.96,54.87,53.55,3
72100000,-4.5859,7.3780,14.4572,132.59,114.29,54.10,53.15,3
72200000,-4.6104,7.4216,14.6481,149.02,68.39,50.15,53.00,3
72300000,-4.6426,7.4599,14.8377,149.38,55.87,54.33,53.07,3
72400000,-4.6814,7.4914,15.0261,134.61,68.50,52.02,53.42,3
72500000,-4.7254,7.5151,15.2131,96.11,80.14,50.05,54.05,3
72600000,-4.7730,7.5303,15.3986,58.69,93.10,53.51,52.68,3
72700000,-4.8226,7.5366,15.5826,61.53,101.25,51.84,52.70,3
72800000,-4.8726,7.5337,15.7650,107.12,100.90,52.11,51.19,3
72900000,-4.9212,7.5220,15.9457,152.13,86.55,54.78,52.34,3
73000000,-4.9669,7.5017,16.1246,149.07,67.93,52.44,54.42,3
73100000,-5.0083,7.4737,16.3018,123.28,53.15,50.54,54.82,3
73200000,-5.0442,7.4390,16.4770,85.63,64.42,54.21,54.78,3
